2017/06/16 20:02:36 [release] Leaf 1.1.2 starting up
2017/06/16 20:02:36 [debug  ] Gate Module Run
2017/06/16 20:03:19 [debug  ] read message: EOF
2017/06/16 20:03:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58697->127.0.0.1:8890: use of closed network connection
2017/06/16 20:05:54 [debug  ] read message: EOF
2017/06/16 20:05:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58823->127.0.0.1:8890: use of closed network connection
2017/06/16 20:06:20 [debug  ] read message: EOF
2017/06/16 20:06:20 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58834->127.0.0.1:8890: use of closed network connection
2017/06/16 20:12:23 [debug  ] read message: EOF
2017/06/16 20:12:23 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59001->127.0.0.1:8890: use of closed network connection
2017/06/16 20:13:12 [debug  ] read message: EOF
2017/06/16 20:13:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59033->127.0.0.1:8890: use of closed network connection
2017/06/16 20:22:16 [debug  ] read message: EOF
2017/06/16 20:22:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59293->127.0.0.1:8890: use of closed network connection
2017/06/16 20:28:15 [debug  ] read message: EOF
2017/06/16 20:28:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59427->127.0.0.1:8890: use of closed network connection
2017/06/16 20:28:38 [release] Leaf closing down (signal: interrupt)
