2017/07/21 23:17:10 [release] Leaf 1.1.2 starting up
2017/07/21 23:17:10 [debug  ] Gate Module Run
2017/07/21 23:18:02 [debug  ] read message: EOF
2017/07/21 23:18:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60969->127.0.0.1:8890: use of closed network connection
2017/07/21 23:40:17 [debug  ] read message: EOF
2017/07/21 23:40:17 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64160->127.0.0.1:8890: use of closed network connection
2017/07/22 00:16:16 [debug  ] read message: EOF
2017/07/22 00:16:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52102->127.0.0.1:8890: use of closed network connection
2017/07/22 00:22:18 [debug  ] read message: EOF
2017/07/22 00:22:18 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53505->127.0.0.1:8890: use of closed network connection
2017/07/22 00:25:15 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/22 00:25:15 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:53683: use of closed network connection
2017/07/22 00:27:03 [debug  ] read message: EOF
2017/07/22 00:27:03 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54150->127.0.0.1:8890: use of closed network connection
2017/07/22 13:55:09 [debug  ] read message: EOF
2017/07/22 13:55:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50939->127.0.0.1:8890: use of closed network connection
2017/07/22 14:10:49 [debug  ] read message: EOF
2017/07/22 14:10:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53280->127.0.0.1:8890: use of closed network connection
2017/07/22 14:18:51 [debug  ] read message: EOF
2017/07/22 14:18:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54615->127.0.0.1:8890: use of closed network connection
2017/07/23 00:29:57 [debug  ] read message: EOF
2017/07/23 00:29:57 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61998->127.0.0.1:8890: use of closed network connection
2017/07/23 00:46:09 [debug  ] read message: EOF
2017/07/23 00:46:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64412->127.0.0.1:8890: use of closed network connection
2017/07/23 00:47:35 [debug  ] read message: EOF
2017/07/23 00:47:35 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64691->127.0.0.1:8890: use of closed network connection
2017/07/23 00:47:45 [debug  ] read message: EOF
2017/07/23 00:47:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64799->127.0.0.1:8890: use of closed network connection
