2017/06/05 18:27:36 [release] Leaf 1.1.2 starting up
2017/06/05 18:27:36 [debug  ] Gate Module Run
2017/06/05 18:35:38 [release] Leaf closing down (signal: interrupt)
2017/06/05 18:35:40 [release] Leaf 1.1.2 starting up
2017/06/05 18:35:40 [debug  ] Gate Module Run
2017/06/05 18:48:18 [debug  ] read message: EOF
2017/06/05 18:48:18 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49347->127.0.0.1:8890: use of closed network connection
2017/06/05 18:49:41 [debug  ] read message: EOF
2017/06/05 18:49:41 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49385->127.0.0.1:8890: use of closed network connection
2017/06/05 18:49:48 [debug  ] read message: EOF
2017/06/05 18:49:48 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49396->127.0.0.1:8890: use of closed network connection
2017/06/05 18:50:30 [debug  ] read message: EOF
2017/06/05 18:50:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49411->127.0.0.1:8890: use of closed network connection
2017/06/05 18:50:49 [debug  ] read message: EOF
2017/06/05 18:50:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49446->127.0.0.1:8890: use of closed network connection
2017/06/05 18:55:18 [debug  ] read message: EOF
2017/06/05 18:55:18 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49527->127.0.0.1:8890: use of closed network connection
2017/06/05 18:55:34 [debug  ] read message: EOF
2017/06/05 18:55:34 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49543->127.0.0.1:8890: use of closed network connection
2017/06/05 18:57:25 [debug  ] read message: EOF
2017/06/05 18:57:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49595->127.0.0.1:8890: use of closed network connection
2017/06/05 18:57:30 [debug  ] read message: EOF
2017/06/05 18:57:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49608->127.0.0.1:8890: use of closed network connection
2017/06/05 18:59:12 [debug  ] read message: EOF
2017/06/05 18:59:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49657->127.0.0.1:8890: use of closed network connection
2017/06/05 18:59:16 [debug  ] read message: EOF
2017/06/05 18:59:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49677->127.0.0.1:8890: use of closed network connection
2017/06/05 18:59:54 [debug  ] read message: EOF
2017/06/05 18:59:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49699->127.0.0.1:8890: use of closed network connection
2017/06/05 18:59:58 [debug  ] read message: EOF
2017/06/05 18:59:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49709->127.0.0.1:8890: use of closed network connection
2017/06/05 19:02:24 [debug  ] read message: EOF
2017/06/05 19:02:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49757->127.0.0.1:8890: use of closed network connection
2017/06/05 19:03:17 [debug  ] read message: EOF
2017/06/05 19:03:17 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49802->127.0.0.1:8890: use of closed network connection
2017/06/05 19:04:13 [debug  ] read message: EOF
2017/06/05 19:04:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49820->127.0.0.1:8890: use of closed network connection
2017/06/05 23:19:21 [release] Leaf closing down (signal: interrupt)
