2017/06/23 14:41:54 [release] Leaf 1.1.2 starting up
2017/06/23 14:41:54 [debug  ] Gate Module Run
2017/06/23 15:00:12 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 15:00:12 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61539: use of closed network connection
2017/06/23 15:02:19 [debug  ] read message: EOF
2017/06/23 15:02:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61753->127.0.0.1:8890: use of closed network connection
2017/06/23 15:03:55 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 15:03:55 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:62078: use of closed network connection
2017/06/23 15:04:59 [debug  ] read message: EOF
2017/06/23 15:04:59 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62301->127.0.0.1:8890: use of closed network connection
2017/06/23 15:09:22 [debug  ] read message: EOF
2017/06/23 15:09:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63051->127.0.0.1:8890: use of closed network connection
2017/06/23 15:09:47 [debug  ] read message: EOF
2017/06/23 15:09:47 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63149->127.0.0.1:8890: use of closed network connection
2017/06/23 16:12:22 [debug  ] read message: EOF
2017/06/23 16:12:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57166->127.0.0.1:8890: use of closed network connection
2017/06/23 16:13:17 [debug  ] read message: EOF
2017/06/23 16:13:17 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57279->127.0.0.1:8890: use of closed network connection
2017/06/23 16:21:28 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 16:21:28 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58404: use of closed network connection
2017/06/23 16:26:18 [debug  ] read message: EOF
2017/06/23 16:26:18 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59237->127.0.0.1:8890: use of closed network connection
2017/06/23 16:26:46 [release] Leaf closing down (signal: interrupt)
2017/06/23 18:37:54 [release] Leaf 1.1.2 starting up
2017/06/23 18:37:54 [debug  ] Gate Module Run
2017/06/23 18:50:07 [debug  ] read message: EOF
2017/06/23 18:50:07 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64754->127.0.0.1:8890: use of closed network connection
2017/06/23 18:54:40 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 18:54:40 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:65470: use of closed network connection
2017/06/23 18:57:07 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 18:57:07 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:49469: use of closed network connection
2017/06/23 18:58:33 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 18:58:33 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:49751: use of closed network connection
2017/06/23 19:00:25 [debug  ] read message: EOF
2017/06/23 19:00:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49994->127.0.0.1:8890: use of closed network connection
2017/06/23 19:02:51 [debug  ] read message: EOF
2017/06/23 19:02:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50457->127.0.0.1:8890: use of closed network connection
2017/06/23 19:04:19 [debug  ] read message: EOF
2017/06/23 19:04:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50641->127.0.0.1:8890: use of closed network connection
2017/06/23 19:55:44 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 19:55:44 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52265: use of closed network connection
2017/06/23 19:57:16 [debug  ] read message: EOF
2017/06/23 19:57:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52444->127.0.0.1:8890: use of closed network connection
2017/06/23 19:57:31 [debug  ] read message: EOF
2017/06/23 19:57:31 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52601->127.0.0.1:8890: use of closed network connection
2017/06/23 19:58:58 [debug  ] read message: EOF
2017/06/23 19:58:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52797->127.0.0.1:8890: use of closed network connection
2017/06/23 21:35:46 [debug  ] read message: EOF
2017/06/23 21:35:46 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50752->127.0.0.1:8890: use of closed network connection
2017/06/23 21:36:10 [debug  ] read message: EOF
2017/06/23 21:36:10 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51123->127.0.0.1:8890: use of closed network connection
2017/06/23 21:37:04 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 21:37:04 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51214: use of closed network connection
2017/06/23 21:38:50 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 21:38:50 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51292: use of closed network connection
2017/06/23 21:41:16 [debug  ] read message: EOF
2017/06/23 21:41:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51833->127.0.0.1:8890: use of closed network connection
2017/06/23 21:43:33 [debug  ] read message: EOF
2017/06/23 21:43:33 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52072->127.0.0.1:8890: use of closed network connection
2017/06/23 21:45:31 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 21:45:31 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52476: use of closed network connection
2017/06/23 21:50:54 [debug  ] read message: EOF
2017/06/23 21:50:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53561->127.0.0.1:8890: use of closed network connection
2017/06/23 21:51:39 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 21:51:39 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:53596: use of closed network connection
2017/06/23 21:52:47 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 21:52:47 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:53835: use of closed network connection
2017/06/23 21:55:51 [debug  ] read message: EOF
2017/06/23 21:55:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54302->127.0.0.1:8890: use of closed network connection
2017/06/23 22:01:02 [debug  ] read message: EOF
2017/06/23 22:01:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55065->127.0.0.1:8890: use of closed network connection
2017/06/23 22:08:37 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 22:08:37 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56325: use of closed network connection
2017/06/23 22:11:14 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 22:11:14 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56698: use of closed network connection
2017/06/23 22:12:34 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/23 22:12:34 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57073: use of closed network connection
