2017/07/14 22:40:15 [release] Leaf 1.1.2 starting up
2017/07/14 22:40:15 [debug  ] Gate Module Run
2017/07/14 22:43:43 [debug  ] read message: EOF
2017/07/14 22:43:43 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56512->127.0.0.1:8890: use of closed network connection
2017/07/14 22:43:51 [debug  ] read message: EOF
2017/07/14 22:43:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56566->127.0.0.1:8890: use of closed network connection
2017/07/14 22:44:40 [debug  ] read message: EOF
2017/07/14 22:44:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56600->127.0.0.1:8890: use of closed network connection
2017/07/14 22:47:08 [debug  ] read message: EOF
2017/07/14 22:47:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57053->127.0.0.1:8890: use of closed network connection
2017/07/14 22:47:20 [debug  ] read message: EOF
2017/07/14 22:47:20 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57076->127.0.0.1:8890: use of closed network connection
2017/07/14 22:48:50 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/14 22:48:50 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57254: use of closed network connection
2017/07/14 22:49:16 [debug  ] read message: EOF
2017/07/14 22:49:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57374->127.0.0.1:8890: use of closed network connection
2017/07/14 22:50:01 [debug  ] read message: EOF
2017/07/14 22:50:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57486->127.0.0.1:8890: use of closed network connection
2017/07/14 22:52:02 [debug  ] read message: EOF
2017/07/14 22:52:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57789->127.0.0.1:8890: use of closed network connection
2017/07/14 22:52:15 [debug  ] read message: EOF
2017/07/14 22:52:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57817->127.0.0.1:8890: use of closed network connection
2017/07/14 22:52:34 [debug  ] read message: EOF
2017/07/14 22:52:34 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57869->127.0.0.1:8890: use of closed network connection
2017/07/14 22:54:24 [debug  ] read message: EOF
2017/07/14 22:54:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58132->127.0.0.1:8890: use of closed network connection
2017/07/14 22:56:28 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/14 22:56:28 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58374: use of closed network connection
2017/07/14 22:56:57 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/14 22:56:57 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58506: use of closed network connection
2017/07/14 22:57:08 [debug  ] read message: EOF
2017/07/14 22:57:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58576->127.0.0.1:8890: use of closed network connection
2017/07/14 22:57:33 [debug  ] read message: EOF
2017/07/14 22:57:33 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58670->127.0.0.1:8890: use of closed network connection
2017/07/14 22:59:43 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/14 22:59:43 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58956: use of closed network connection
2017/07/14 23:00:52 [debug  ] read message: EOF
2017/07/14 23:00:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59169->127.0.0.1:8890: use of closed network connection
2017/07/14 23:01:00 [debug  ] read message: EOF
2017/07/14 23:01:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59200->127.0.0.1:8890: use of closed network connection
2017/07/14 23:01:24 [debug  ] read message: EOF
2017/07/14 23:01:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59260->127.0.0.1:8890: use of closed network connection
2017/07/14 23:01:50 [debug  ] read message: EOF
2017/07/14 23:01:50 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59344->127.0.0.1:8890: use of closed network connection
2017/07/14 23:03:01 [debug  ] read message: EOF
2017/07/14 23:03:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59407->127.0.0.1:8890: use of closed network connection
2017/07/14 23:03:09 [debug  ] read message: EOF
2017/07/14 23:03:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59578->127.0.0.1:8890: use of closed network connection
2017/07/14 23:07:06 [debug  ] read message: EOF
2017/07/14 23:07:06 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60122->127.0.0.1:8890: use of closed network connection
2017/07/14 23:07:57 [debug  ] read message: EOF
2017/07/14 23:07:57 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60282->127.0.0.1:8890: use of closed network connection
2017/07/14 23:11:50 [debug  ] read message: EOF
2017/07/14 23:11:50 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60861->127.0.0.1:8890: use of closed network connection
2017/07/14 23:13:14 [debug  ] read message: EOF
2017/07/14 23:13:14 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61276->127.0.0.1:8890: use of closed network connection
2017/07/14 23:13:50 [debug  ] read message: EOF
