2017/07/08 22:25:33 [release] Leaf 1.1.2 starting up
2017/07/08 22:25:33 [debug  ] Gate Module Run
2017/07/08 22:26:29 [debug  ] read message: EOF
2017/07/08 22:26:29 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63932->127.0.0.1:8890: use of closed network connection
2017/07/08 22:27:29 [debug  ] read message: EOF
2017/07/08 22:27:29 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63994->127.0.0.1:8890: use of closed network connection
2017/07/08 22:52:08 [debug  ] read message: EOF
2017/07/08 22:52:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64908->127.0.0.1:8890: use of closed network connection
2017/07/08 22:52:53 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/08 22:52:53 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:64970: use of closed network connection
2017/07/08 22:54:52 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/08 22:54:52 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:65159: use of closed network connection
2017/07/08 22:57:04 [debug  ] read message: EOF
2017/07/08 22:57:04 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65236->127.0.0.1:8890: use of closed network connection
2017/07/08 22:59:54 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/08 22:59:54 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:65402: use of closed network connection
2017/07/08 23:00:04 [debug  ] read message: EOF
2017/07/08 23:00:04 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65452->127.0.0.1:8890: use of closed network connection
2017/07/08 23:00:30 [debug  ] read message: EOF
2017/07/08 23:00:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65466->127.0.0.1:8890: use of closed network connection
2017/07/08 23:01:03 [debug  ] read message: EOF
2017/07/08 23:01:03 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65485->127.0.0.1:8890: use of closed network connection
2017/07/08 23:04:32 [debug  ] read message: EOF
2017/07/08 23:04:32 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49253->127.0.0.1:8890: use of closed network connection
2017/07/08 23:05:02 [debug  ] read message: EOF
2017/07/08 23:05:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49278->127.0.0.1:8890: use of closed network connection
2017/07/08 23:05:25 [debug  ] read message: EOF
2017/07/08 23:05:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49309->127.0.0.1:8890: use of closed network connection
2017/07/08 23:07:30 [debug  ] read message: EOF
2017/07/08 23:07:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49400->127.0.0.1:8890: use of closed network connection
2017/07/08 23:09:05 [debug  ] read message: EOF
2017/07/08 23:09:05 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49456->127.0.0.1:8890: use of closed network connection
2017/07/08 23:14:48 [debug  ] read message: EOF
