2017/06/09 02:15:50 [release] Leaf 1.1.2 starting up
2017/06/09 02:15:50 [debug  ] Gate Module Run
2017/06/09 02:22:35 [debug  ] read message: EOF
2017/06/09 02:22:35 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51858->127.0.0.1:8890: use of closed network connection
2017/06/09 02:23:27 [debug  ] read message: EOF
2017/06/09 02:23:27 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51929->127.0.0.1:8890: use of closed network connection
2017/06/09 02:24:52 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/09 02:24:52 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51947: use of closed network connection
2017/06/09 02:25:19 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51983: wsarecv: An existing connection was forcibly closed by the remote host.
2017/06/09 02:25:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51984->127.0.0.1:8890: use of closed network connection
2017/06/09 02:37:01 [debug  ] read message: EOF
2017/06/09 02:37:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52002->127.0.0.1:8890: use of closed network connection
2017/06/09 02:37:46 [debug  ] read message: EOF
2017/06/09 02:37:46 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52183->127.0.0.1:8890: use of closed network connection
2017/06/09 02:38:44 [debug  ] read message: EOF
2017/06/09 02:38:44 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52198->127.0.0.1:8890: use of closed network connection
2017/06/09 02:40:44 [debug  ] read message: EOF
2017/06/09 02:40:44 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52231->127.0.0.1:8890: use of closed network connection
2017/06/09 02:41:16 [debug  ] read message: EOF
2017/06/09 02:41:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52269->127.0.0.1:8890: use of closed network connection
2017/06/09 02:55:24 [debug  ] read message: EOF
2017/06/09 02:55:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52283->127.0.0.1:8890: use of closed network connection
2017/06/09 03:08:26 [debug  ] read message: EOF
2017/06/09 03:08:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53272->127.0.0.1:8890: use of closed network connection
2017/06/09 03:09:26 [debug  ] read message: EOF
