2017/07/20 18:12:53 [release] Leaf 1.1.2 starting up
2017/07/20 18:12:53 [debug  ] Gate Module Run
2017/07/20 18:24:42 [debug  ] read message: EOF
2017/07/20 18:24:42 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49425->127.0.0.1:8890: use of closed network connection
2017/07/20 18:25:12 [debug  ] read message: EOF
2017/07/20 18:25:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49512->127.0.0.1:8890: use of closed network connection
2017/07/20 18:26:01 [debug  ] read message: EOF
2017/07/20 18:26:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49621->127.0.0.1:8890: use of closed network connection
2017/07/20 18:28:10 [debug  ] read message: EOF
2017/07/20 18:28:10 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49786->127.0.0.1:8890: use of closed network connection
2017/07/20 19:37:10 [debug  ] read message: EOF
2017/07/20 19:37:10 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62285->127.0.0.1:8890: use of closed network connection
2017/07/20 19:55:12 [debug  ] read message: EOF
2017/07/20 19:55:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49822->127.0.0.1:8890: use of closed network connection
2017/07/20 23:41:46 [debug  ] read message: EOF
2017/07/20 23:41:46 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61188->127.0.0.1:8890: use of closed network connection
2017/07/20 23:42:30 [debug  ] read message: EOF
2017/07/20 23:42:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61285->127.0.0.1:8890: use of closed network connection
2017/07/20 23:47:00 [debug  ] read message: EOF
2017/07/20 23:47:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62007->127.0.0.1:8890: use of closed network connection
2017/07/20 23:49:32 [debug  ] read message: EOF
2017/07/20 23:49:32 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62240->127.0.0.1:8890: use of closed network connection
2017/07/20 23:50:20 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/20 23:50:20 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:62468: use of closed network connection
2017/07/20 23:51:02 [debug  ] read message: EOF
2017/07/20 23:51:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62622->127.0.0.1:8890: use of closed network connection
2017/07/20 23:51:57 [debug  ] read message: EOF
2017/07/20 23:51:57 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62734->127.0.0.1:8890: use of closed network connection
2017/07/20 23:54:49 [debug  ] read message: EOF
2017/07/20 23:54:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63126->127.0.0.1:8890: use of closed network connection
2017/07/20 23:57:53 [debug  ] read message: EOF
2017/07/20 23:57:53 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63518->127.0.0.1:8890: use of closed network connection
2017/07/21 00:35:45 [debug  ] read message: EOF
2017/07/21 00:35:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52858->127.0.0.1:8890: use of closed network connection
2017/07/21 00:36:47 [debug  ] read message: EOF
2017/07/21 00:36:47 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53042->127.0.0.1:8890: use of closed network connection
2017/07/21 00:52:15 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 00:52:15 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:55218: use of closed network connection
2017/07/21 00:54:42 [debug  ] read message: EOF
2017/07/21 00:54:42 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55624->127.0.0.1:8890: use of closed network connection
2017/07/21 00:56:23 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 00:56:23 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:55883: use of closed network connection
2017/07/21 00:57:39 [debug  ] read message: EOF
2017/07/21 00:57:39 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56140->127.0.0.1:8890: use of closed network connection
2017/07/21 00:58:48 [debug  ] read message: EOF
2017/07/21 00:58:48 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56322->127.0.0.1:8890: use of closed network connection
2017/07/21 01:04:17 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 01:04:17 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57109: use of closed network connection
2017/07/21 01:04:28 [debug  ] read message: EOF
2017/07/21 01:04:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57232->127.0.0.1:8890: use of closed network connection
2017/07/21 01:05:58 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 01:05:58 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57408: use of closed network connection
2017/07/21 01:07:24 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 01:07:24 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57582: use of closed network connection
2017/07/21 01:08:04 [debug  ] read message: EOF
2017/07/21 01:08:04 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57811->127.0.0.1:8890: use of closed network connection
2017/07/21 01:09:21 [debug  ] read message: EOF
2017/07/21 01:09:21 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57978->127.0.0.1:8890: use of closed network connection
2017/07/21 01:09:40 [debug  ] read message: EOF
2017/07/21 01:09:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58042->127.0.0.1:8890: use of closed network connection
2017/07/21 01:09:57 [debug  ] read message: EOF
2017/07/21 01:09:57 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58090->127.0.0.1:8890: use of closed network connection
2017/07/21 01:10:54 [debug  ] read message: EOF
2017/07/21 01:10:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58171->127.0.0.1:8890: use of closed network connection
2017/07/21 01:11:42 [debug  ] read message: EOF
2017/07/21 01:11:42 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58300->127.0.0.1:8890: use of closed network connection
2017/07/21 01:19:58 [debug  ] read message: EOF
2017/07/21 01:19:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59547->127.0.0.1:8890: use of closed network connection
2017/07/21 01:25:28 [debug  ] read message: EOF
2017/07/21 01:25:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60466->127.0.0.1:8890: use of closed network connection
2017/07/21 01:28:15 [debug  ] read message: EOF
2017/07/21 01:28:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60807->127.0.0.1:8890: use of closed network connection
2017/07/21 15:09:12 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 15:09:12 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:49561: use of closed network connection
2017/07/21 16:08:16 [debug  ] read message: EOF
2017/07/21 16:08:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59789->127.0.0.1:8890: use of closed network connection
2017/07/21 16:09:10 [debug  ] read message: EOF
2017/07/21 16:09:10 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60067->127.0.0.1:8890: use of closed network connection
2017/07/21 17:20:08 [debug  ] read message: EOF
2017/07/21 17:20:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54537->127.0.0.1:8890: use of closed network connection
2017/07/21 17:20:35 [debug  ] read message: EOF
2017/07/21 17:20:35 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54757->127.0.0.1:8890: use of closed network connection
2017/07/21 17:22:28 [debug  ] read message: EOF
2017/07/21 17:22:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55019->127.0.0.1:8890: use of closed network connection
2017/07/21 17:23:00 [debug  ] read message: EOF
2017/07/21 17:23:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55153->127.0.0.1:8890: use of closed network connection
2017/07/21 17:24:38 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 17:24:38 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:55252: use of closed network connection
2017/07/21 17:31:08 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 17:31:08 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56563: use of closed network connection
2017/07/21 17:33:15 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 17:33:15 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56843: use of closed network connection
2017/07/21 17:34:20 [debug  ] read message: EOF
2017/07/21 17:34:20 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57183->127.0.0.1:8890: use of closed network connection
2017/07/21 17:38:42 [debug  ] read message: EOF
2017/07/21 17:38:42 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57966->127.0.0.1:8890: use of closed network connection
2017/07/21 17:40:23 [debug  ] read message: EOF
2017/07/21 17:40:23 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58103->127.0.0.1:8890: use of closed network connection
2017/07/21 18:15:02 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/07/21 18:15:02 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:63114: use of closed network connection
2017/07/21 18:15:52 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 18:15:52 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:63150: use of closed network connection
2017/07/21 18:18:51 [debug  ] read message: EOF
2017/07/21 18:18:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63577->127.0.0.1:8890: use of closed network connection
2017/07/21 18:21:59 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 18:21:59 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:63788: use of closed network connection
2017/07/21 18:22:44 [debug  ] read message: EOF
2017/07/21 18:22:44 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64259->127.0.0.1:8890: use of closed network connection
2017/07/21 18:25:07 [debug  ] read message: EOF
2017/07/21 18:25:07 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64325->127.0.0.1:8890: use of closed network connection
2017/07/21 18:27:09 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 18:27:09 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:64800: use of closed network connection
2017/07/21 18:27:30 [debug  ] read message: EOF
2017/07/21 18:27:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65016->127.0.0.1:8890: use of closed network connection
2017/07/21 18:54:15 [debug  ] read message: EOF
2017/07/21 18:54:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52474->127.0.0.1:8890: use of closed network connection
2017/07/21 18:55:07 [debug  ] read message: EOF
2017/07/21 18:55:07 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52585->127.0.0.1:8890: use of closed network connection
2017/07/21 18:55:42 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 18:55:42 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52723: use of closed network connection
2017/07/21 18:56:18 [debug  ] read message: EOF
2017/07/21 18:56:18 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52844->127.0.0.1:8890: use of closed network connection
2017/07/21 18:58:15 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/21 18:58:15 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52974: use of closed network connection
2017/07/21 18:59:11 [debug  ] read message: EOF
2017/07/21 18:59:11 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53203->127.0.0.1:8890: use of closed network connection
2017/07/21 19:45:29 [debug  ] read message: EOF
2017/07/21 19:45:29 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59598->127.0.0.1:8890: use of closed network connection
2017/07/21 19:53:00 [debug  ] read message: EOF
2017/07/21 19:53:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60961->127.0.0.1:8890: use of closed network connection
2017/07/21 19:53:56 [debug  ] read message: EOF
2017/07/21 19:53:56 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61024->127.0.0.1:8890: use of closed network connection
2017/07/21 20:01:21 [debug  ] read message: EOF
2017/07/21 20:01:21 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62532->127.0.0.1:8890: use of closed network connection
2017/07/21 20:02:28 [debug  ] read message: EOF
2017/07/21 20:02:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62730->127.0.0.1:8890: use of closed network connection
2017/07/21 20:03:13 [debug  ] read message: EOF
2017/07/21 20:03:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62857->127.0.0.1:8890: use of closed network connection
2017/07/21 20:06:21 [debug  ] read message: EOF
2017/07/21 20:06:21 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63200->127.0.0.1:8890: use of closed network connection
2017/07/21 20:08:45 [debug  ] read message: EOF
2017/07/21 20:08:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63661->127.0.0.1:8890: use of closed network connection
2017/07/21 20:19:55 [debug  ] read message: EOF
