2017/06/22 06:36:33 [release] Leaf 1.1.2 starting up
2017/06/22 06:36:33 [debug  ] Gate Module Run
2017/06/22 06:37:39 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/22 06:37:39 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61685: use of closed network connection
2017/06/22 06:38:11 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 06:38:11 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61721: use of closed network connection
2017/06/22 06:38:23 [debug  ] read message: EOF
2017/06/22 06:38:23 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61784->127.0.0.1:8890: use of closed network connection
2017/06/22 06:40:38 [debug  ] read message: EOF
2017/06/22 06:40:38 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62211->127.0.0.1:8890: use of closed network connection
2017/06/22 06:56:49 [debug  ] read message: EOF
2017/06/22 06:56:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65431->127.0.0.1:8890: use of closed network connection
2017/06/22 07:00:52 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:00:52 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:49820: use of closed network connection
2017/06/22 07:01:15 [debug  ] read message: EOF
2017/06/22 07:01:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49952->127.0.0.1:8890: use of closed network connection
2017/06/22 07:02:15 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:02:15 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50026: use of closed network connection
2017/06/22 07:02:46 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:02:46 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50205: use of closed network connection
2017/06/22 07:03:07 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:03:07 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50300: use of closed network connection
2017/06/22 07:04:19 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:04:19 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50537: use of closed network connection
2017/06/22 07:06:43 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:06:43 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50968: use of closed network connection
2017/06/22 07:07:09 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:07:09 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51044: use of closed network connection
2017/06/22 07:07:30 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/22 07:07:30 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51111: use of closed network connection
2017/06/22 07:08:11 [debug  ] read message: EOF
2017/06/22 07:08:11 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51210->127.0.0.1:8890: use of closed network connection
2017/06/22 07:21:52 [debug  ] read message: EOF
2017/06/22 07:21:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53187->127.0.0.1:8890: use of closed network connection
2017/06/22 07:32:07 [debug  ] read message: EOF
2017/06/22 07:32:07 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55420->127.0.0.1:8890: use of closed network connection
2017/06/22 07:41:22 [debug  ] read message: EOF
2017/06/22 07:41:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56965->127.0.0.1:8890: use of closed network connection
2017/06/22 07:43:58 [debug  ] read message: EOF
2017/06/22 07:43:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57385->127.0.0.1:8890: use of closed network connection
2017/06/22 08:15:21 [release] Leaf closing down (signal: interrupt)
