2017/06/11 17:24:55 [release] Leaf 1.1.2 starting up
2017/06/11 17:24:55 [debug  ] Gate Module Run
2017/06/11 17:25:04 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/11 17:25:04 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:49229: use of closed network connection
2017/06/11 18:19:16 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/11 18:19:16 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51236: use of closed network connection
2017/06/11 18:19:19 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/11 18:19:19 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51241: use of closed network connection
2017/06/11 18:20:16 [debug  ] read message: EOF
2017/06/11 18:20:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51272->127.0.0.1:8890: use of closed network connection
2017/06/11 18:21:12 [debug  ] read message: EOF
2017/06/11 18:21:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51322->127.0.0.1:8890: use of closed network connection
2017/06/11 18:21:37 [debug  ] read message: EOF
2017/06/11 18:21:37 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51339->127.0.0.1:8890: use of closed network connection
2017/06/11 18:22:40 [debug  ] read message: EOF
2017/06/11 18:22:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51387->127.0.0.1:8890: use of closed network connection
2017/06/11 18:22:46 [debug  ] read message: EOF
2017/06/11 18:22:46 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51409->127.0.0.1:8890: use of closed network connection
2017/06/11 18:23:55 [debug  ] read message: EOF
2017/06/11 18:23:55 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51450->127.0.0.1:8890: use of closed network connection
2017/06/11 20:25:16 [release] Leaf closing down (signal: interrupt)
