2017/07/03 20:34:46 [release] Leaf 1.1.2 starting up
2017/07/03 20:34:46 [debug  ] Gate Module Run
2017/07/03 20:35:32 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/03 20:35:32 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52080: use of closed network connection
2017/07/03 20:37:54 [debug  ] read message: EOF
2017/07/03 20:37:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52271->127.0.0.1:8890: use of closed network connection
2017/07/03 20:38:25 [debug  ] read message: EOF
2017/07/03 20:38:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52455->127.0.0.1:8890: use of closed network connection
2017/07/03 23:30:17 [debug  ] read message: EOF
2017/07/03 23:30:17 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58198->127.0.0.1:8890: use of closed network connection
2017/07/04 17:44:12 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/04 17:44:12 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57843: use of closed network connection
2017/07/04 19:05:13 [debug  ] read message: EOF
2017/07/04 19:05:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61937->127.0.0.1:8890: use of closed network connection
2017/07/04 19:07:06 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/04 19:07:06 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61942: use of closed network connection
2017/07/04 19:07:11 [debug  ] read message: EOF
2017/07/04 19:07:11 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62023->127.0.0.1:8890: use of closed network connection
2017/07/05 11:16:35 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 11:16:35 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:64453: use of closed network connection
2017/07/05 11:17:01 [debug  ] read message: EOF
2017/07/05 11:17:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64497->127.0.0.1:8890: use of closed network connection
2017/07/05 12:49:40 [debug  ] read message: EOF
2017/07/05 12:49:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51428->127.0.0.1:8890: use of closed network connection
2017/07/05 19:52:14 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 19:52:14 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57827: use of closed network connection
2017/07/05 19:53:05 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 19:53:05 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57885: use of closed network connection
2017/07/05 19:53:22 [debug  ] read message: EOF
2017/07/05 19:53:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57908->127.0.0.1:8890: use of closed network connection
2017/07/05 19:53:46 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 19:53:46 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57916: use of closed network connection
2017/07/05 19:56:18 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 19:56:18 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58012: use of closed network connection
2017/07/05 19:57:29 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 19:57:29 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58043: use of closed network connection
2017/07/05 20:04:35 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 20:04:35 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58246: use of closed network connection
2017/07/05 20:05:39 [debug  ] read message: EOF
2017/07/05 20:05:39 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58287->127.0.0.1:8890: use of closed network connection
2017/07/05 20:12:25 [debug  ] read message: EOF
2017/07/05 20:12:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58491->127.0.0.1:8890: use of closed network connection
2017/07/05 20:13:21 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 20:13:21 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58525: use of closed network connection
2017/07/05 20:13:42 [debug  ] read message: EOF
2017/07/05 20:13:42 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58554->127.0.0.1:8890: use of closed network connection
2017/07/05 20:20:10 [debug  ] read message: EOF
2017/07/05 20:20:10 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58731->127.0.0.1:8890: use of closed network connection
2017/07/05 20:20:35 [error  ] newGSConn io.ReadFull error1:EOF
2017/07/05 20:20:35 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:58743: use of closed network connection
2017/07/05 20:24:26 [debug  ] read message: EOF
2017/07/05 20:24:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58855->127.0.0.1:8890: use of closed network connection
2017/07/05 20:25:12 [debug  ] read message: EOF
2017/07/05 20:25:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58893->127.0.0.1:8890: use of closed network connection
2017/07/05 23:04:39 [release] Leaf closing down (signal: interrupt)
