2017/06/28 15:52:55 [release] Leaf 1.1.2 starting up
2017/06/28 15:52:55 [debug  ] Gate Module Run
2017/06/28 15:53:33 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/28 15:53:33 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56590: use of closed network connection
2017/06/28 15:54:33 [debug  ] read message: EOF
2017/06/28 15:54:33 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56679->127.0.0.1:8890: use of closed network connection
2017/06/28 15:56:48 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/28 15:56:48 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56747: use of closed network connection
2017/06/28 15:57:33 [debug  ] read message: EOF
2017/06/28 15:57:33 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56829->127.0.0.1:8890: use of closed network connection
2017/06/28 15:57:44 [debug  ] read message: EOF
2017/06/28 15:57:44 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56846->127.0.0.1:8890: use of closed network connection
2017/06/28 15:58:13 [debug  ] read message: EOF
2017/06/28 15:58:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56866->127.0.0.1:8890: use of closed network connection
2017/06/28 15:59:05 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/28 15:59:05 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56892: use of closed network connection
2017/06/28 16:01:21 [debug  ] read message: EOF
2017/06/28 16:01:21 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57023->127.0.0.1:8890: use of closed network connection
2017/06/28 16:02:40 [debug  ] read message: EOF
2017/06/28 16:02:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57044->127.0.0.1:8890: use of closed network connection
2017/06/28 16:21:47 [debug  ] read message: EOF
2017/06/28 16:21:47 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57704->127.0.0.1:8890: use of closed network connection
2017/06/28 16:22:37 [debug  ] read message: EOF
2017/06/28 16:22:37 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57710->127.0.0.1:8890: use of closed network connection
2017/06/28 16:23:30 [debug  ] read message: EOF
2017/06/28 16:23:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57759->127.0.0.1:8890: use of closed network connection
2017/06/28 16:30:54 [debug  ] read message: EOF
2017/06/28 16:30:54 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58008->127.0.0.1:8890: use of closed network connection
2017/06/28 17:02:38 [debug  ] read message: EOF
2017/06/28 17:02:38 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51562->127.0.0.1:8890: use of closed network connection
2017/06/28 17:05:28 [debug  ] read message: EOF
2017/06/28 17:05:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51954->127.0.0.1:8890: use of closed network connection
2017/06/28 17:06:14 [debug  ] read message: EOF
2017/06/28 17:06:14 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52998->127.0.0.1:8890: use of closed network connection
2017/06/28 17:06:35 [debug  ] read message: EOF
2017/06/28 17:06:35 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53309->127.0.0.1:8890: use of closed network connection
2017/06/28 17:15:15 [debug  ] read message: EOF
2017/06/28 17:15:15 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56895->127.0.0.1:8890: use of closed network connection
2017/06/28 17:16:06 [debug  ] read message: EOF
2017/06/28 17:16:06 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57166->127.0.0.1:8890: use of closed network connection
2017/06/28 17:17:23 [debug  ] read message: EOF
