2017/06/18 18:04:29 [release] Leaf 1.1.2 starting up
2017/06/18 18:04:29 [debug  ] Gate Module Run
2017/06/18 18:12:33 [debug  ] read message: EOF
2017/06/18 18:12:33 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51255->127.0.0.1:8890: use of closed network connection
2017/06/18 18:12:39 [debug  ] read message: EOF
2017/06/18 18:12:39 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51291->127.0.0.1:8890: use of closed network connection
2017/06/18 18:13:06 [debug  ] read message: EOF
2017/06/18 18:13:06 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51365->127.0.0.1:8890: use of closed network connection
2017/06/18 18:13:19 [debug  ] read message: EOF
2017/06/18 18:13:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51410->127.0.0.1:8890: use of closed network connection
2017/06/18 18:16:41 [debug  ] read message: EOF
2017/06/18 18:16:41 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51989->127.0.0.1:8890: use of closed network connection
2017/06/18 18:16:46 [debug  ] read message: EOF
2017/06/18 18:16:46 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52014->127.0.0.1:8890: use of closed network connection
2017/06/18 18:17:28 [debug  ] read message: EOF
2017/06/18 18:17:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52125->127.0.0.1:8890: use of closed network connection
2017/06/18 18:17:34 [debug  ] read message: EOF
2017/06/18 18:17:34 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52144->127.0.0.1:8890: use of closed network connection
2017/06/18 18:18:13 [debug  ] read message: EOF
2017/06/18 18:18:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52289->127.0.0.1:8890: use of closed network connection
2017/06/18 18:19:09 [debug  ] read message: EOF
2017/06/18 18:19:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52437->127.0.0.1:8890: use of closed network connection
2017/06/18 18:26:03 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/18 18:26:03 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:53634: use of closed network connection
2017/06/18 18:26:29 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/18 18:26:29 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:53725: use of closed network connection
2017/06/18 18:26:37 [debug  ] read message: EOF
2017/06/18 18:26:37 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53826->127.0.0.1:8890: use of closed network connection
2017/06/18 19:23:28 [release] Leaf closing down (signal: interrupt)
2017/06/18 20:18:42 [release] Leaf 1.1.2 starting up
2017/06/18 20:18:42 [debug  ] Gate Module Run
2017/06/18 20:18:56 [debug  ] read message: EOF
2017/06/18 20:18:56 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56668->127.0.0.1:8890: use of closed network connection
2017/06/18 20:19:00 [debug  ] read message: EOF
2017/06/18 20:19:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56700->127.0.0.1:8890: use of closed network connection
2017/06/18 20:19:45 [debug  ] read message: EOF
2017/06/18 20:19:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56814->127.0.0.1:8890: use of closed network connection
2017/06/18 20:21:44 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/18 20:21:44 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57091: use of closed network connection
2017/06/18 20:22:06 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/18 20:22:06 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:57148: use of closed network connection
2017/06/18 20:22:13 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
