2017/06/06 00:30:28 [release] Leaf 1.1.2 starting up
2017/06/06 00:30:28 [debug  ] Gate Module Run
2017/06/06 00:31:24 [debug  ] read message: EOF
2017/06/06 00:31:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56373->127.0.0.1:8890: use of closed network connection
2017/06/06 14:54:27 [debug  ] read message: EOF
2017/06/06 14:54:27 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63830->127.0.0.1:8890: use of closed network connection
2017/06/06 14:56:26 [debug  ] read message: EOF
2017/06/06 14:56:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63935->127.0.0.1:8890: use of closed network connection
2017/06/06 16:44:55 [debug  ] read message: read tcp 192.168.199.134:11000->192.168.199.134:63953: wsarecv: An existing connection was forcibly closed by the remote host.
2017/06/06 16:44:55 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:63954->127.0.0.1:8890: use of closed network connection
2017/06/06 17:09:25 [debug  ] read message: EOF
2017/06/06 17:09:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54053->127.0.0.1:8890: use of closed network connection
2017/06/06 17:11:01 [debug  ] read message: EOF
2017/06/06 17:11:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:54081->127.0.0.1:8890: use of closed network connection
2017/06/06 17:54:16 [debug  ] read message: EOF
2017/06/06 17:54:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55855->127.0.0.1:8890: use of closed network connection
2017/06/06 17:54:45 [debug  ] read message: EOF
2017/06/06 17:54:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55891->127.0.0.1:8890: use of closed network connection
2017/06/06 17:55:40 [debug  ] read message: EOF
2017/06/06 17:55:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55917->127.0.0.1:8890: use of closed network connection
2017/06/06 17:59:01 [debug  ] read message: EOF
2017/06/06 17:59:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56057->127.0.0.1:8890: use of closed network connection
2017/06/06 18:25:06 [debug  ] read message: EOF
2017/06/06 18:25:06 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56077->127.0.0.1:8890: use of closed network connection
2017/06/06 18:33:31 [debug  ] read message: EOF
2017/06/06 18:33:31 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:58569->127.0.0.1:8890: use of closed network connection
2017/06/06 18:49:51 [debug  ] read message: EOF
2017/06/06 18:49:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59357->127.0.0.1:8890: use of closed network connection
2017/06/06 18:50:36 [debug  ] read message: EOF
2017/06/06 18:50:36 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59395->127.0.0.1:8890: use of closed network connection
2017/06/06 18:51:28 [debug  ] read message: EOF
2017/06/06 18:51:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59420->127.0.0.1:8890: use of closed network connection
2017/06/06 18:53:50 [debug  ] read message: EOF
2017/06/06 18:53:50 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59570->127.0.0.1:8890: use of closed network connection
2017/06/06 18:54:22 [debug  ] read message: EOF
2017/06/06 18:54:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59620->127.0.0.1:8890: use of closed network connection
2017/06/06 18:56:18 [release] Leaf closing down (signal: interrupt)
2017/06/06 18:56:21 [release] Leaf 1.1.2 starting up
2017/06/06 18:56:21 [debug  ] Gate Module Run
2017/06/06 18:56:59 [debug  ] read message: EOF
2017/06/06 18:56:59 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59696->127.0.0.1:8890: use of closed network connection
2017/06/06 19:00:28 [debug  ] read message: EOF
2017/06/06 19:00:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59847->127.0.0.1:8890: use of closed network connection
2017/06/06 19:02:45 [debug  ] read message: EOF
2017/06/06 19:02:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59927->127.0.0.1:8890: use of closed network connection
2017/06/06 19:43:45 [debug  ] read message: EOF
2017/06/06 19:43:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61377->127.0.0.1:8890: use of closed network connection
2017/06/06 19:44:16 [debug  ] read message: EOF
2017/06/06 19:44:16 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61472->127.0.0.1:8890: use of closed network connection
2017/06/06 19:44:53 [debug  ] read message: EOF
2017/06/06 19:44:53 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61502->127.0.0.1:8890: use of closed network connection
2017/06/06 21:09:17 [release] Leaf closing down (signal: interrupt)
2017/06/06 22:59:13 [release] Leaf 1.1.2 starting up
2017/06/06 22:59:13 [debug  ] Gate Module Run
2017/06/06 23:11:37 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/06 23:11:37 [debug  ] read message: read tcp 192.168.199.134:11000->192.168.199.134:55233: use of closed network connection
2017/06/06 23:19:24 [debug  ] read message: EOF
2017/06/06 23:19:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55580->127.0.0.1:8890: use of closed network connection
2017/06/06 23:20:03 [debug  ] read message: EOF
2017/06/06 23:20:03 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55607->127.0.0.1:8890: use of closed network connection
2017/06/06 23:23:04 [debug  ] read message: EOF
2017/06/06 23:23:04 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55695->127.0.0.1:8890: use of closed network connection
2017/06/06 23:25:56 [debug  ] read message: EOF
2017/06/06 23:25:56 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55714->127.0.0.1:8890: use of closed network connection
2017/06/06 23:27:26 [debug  ] read message: EOF
2017/06/06 23:27:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55790->127.0.0.1:8890: use of closed network connection
2017/06/06 23:27:34 [debug  ] read message: EOF
2017/06/06 23:27:34 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55804->127.0.0.1:8890: use of closed network connection
2017/06/06 23:28:39 [debug  ] read message: EOF
2017/06/06 23:28:39 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55830->127.0.0.1:8890: use of closed network connection
2017/06/06 23:28:52 [debug  ] read message: EOF
2017/06/06 23:28:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55855->127.0.0.1:8890: use of closed network connection
2017/06/06 23:29:32 [debug  ] read message: EOF
2017/06/06 23:29:32 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55868->127.0.0.1:8890: use of closed network connection
2017/06/06 23:33:33 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/06 23:33:33 [debug  ] read message: read tcp 192.168.199.134:11000->192.168.199.134:55926: use of closed network connection
2017/06/06 23:33:52 [debug  ] read message: EOF
2017/06/06 23:33:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55980->127.0.0.1:8890: use of closed network connection
2017/06/06 23:38:04 [debug  ] read message: EOF
2017/06/06 23:38:04 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56082->127.0.0.1:8890: use of closed network connection
2017/06/06 23:38:14 [debug  ] read message: EOF
2017/06/06 23:38:14 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56096->127.0.0.1:8890: use of closed network connection
2017/06/06 23:39:09 [debug  ] read message: EOF
2017/06/06 23:39:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56131->127.0.0.1:8890: use of closed network connection
2017/06/06 23:41:11 [debug  ] read message: EOF
2017/06/06 23:41:11 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56187->127.0.0.1:8890: use of closed network connection
2017/06/06 23:43:00 [debug  ] read message: EOF
2017/06/06 23:43:00 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56231->127.0.0.1:8890: use of closed network connection
2017/06/06 23:58:58 [debug  ] read message: EOF
2017/06/06 23:58:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56471->127.0.0.1:8890: use of closed network connection
2017/06/07 00:00:03 [debug  ] read message: EOF
2017/06/07 00:00:03 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56513->127.0.0.1:8890: use of closed network connection
2017/06/07 00:00:45 [debug  ] read message: EOF
2017/06/07 00:00:45 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56534->127.0.0.1:8890: use of closed network connection
2017/06/07 00:07:26 [debug  ] read message: EOF
2017/06/07 00:07:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56654->127.0.0.1:8890: use of closed network connection
2017/06/07 00:09:03 [debug  ] read message: EOF
2017/06/07 00:09:03 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56744->127.0.0.1:8890: use of closed network connection
2017/06/07 00:14:13 [debug  ] read message: EOF
2017/06/07 00:14:13 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56835->127.0.0.1:8890: use of closed network connection
2017/06/07 00:15:01 [debug  ] read message: EOF
2017/06/07 00:15:01 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56887->127.0.0.1:8890: use of closed network connection
2017/06/07 00:15:56 [debug  ] read message: EOF
2017/06/07 00:15:56 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56919->127.0.0.1:8890: use of closed network connection
2017/06/07 00:16:49 [debug  ] read message: EOF
2017/06/07 00:16:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56970->127.0.0.1:8890: use of closed network connection
2017/06/07 00:16:58 [debug  ] read message: EOF
2017/06/07 00:16:58 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56996->127.0.0.1:8890: use of closed network connection
2017/06/07 00:17:06 [debug  ] read message: EOF
2017/06/07 00:17:06 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57007->127.0.0.1:8890: use of closed network connection
2017/06/07 00:17:19 [debug  ] read message: EOF
2017/06/07 00:17:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57022->127.0.0.1:8890: use of closed network connection
2017/06/07 00:17:29 [debug  ] read message: EOF
2017/06/07 00:17:29 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57035->127.0.0.1:8890: use of closed network connection
2017/06/07 00:24:07 [debug  ] read message: EOF
