2017/06/25 23:46:06 [release] Leaf 1.1.2 starting up
2017/06/25 23:46:06 [debug  ] Gate Module Run
2017/06/26 16:51:07 [debug  ] read message: EOF
2017/06/26 16:51:07 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:59648->127.0.0.1:8890: use of closed network connection
2017/06/26 16:53:42 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/26 16:53:42 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:59793: use of closed network connection
2017/06/26 17:23:21 [debug  ] read message: EOF
2017/06/26 17:23:21 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60111->127.0.0.1:8890: use of closed network connection
2017/06/26 17:49:08 [debug  ] read message: EOF
2017/06/26 17:49:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61743->127.0.0.1:8890: use of closed network connection
2017/06/26 17:49:32 [debug  ] read message: EOF
2017/06/26 17:49:32 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:61753->127.0.0.1:8890: use of closed network connection
2017/06/26 17:49:59 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/26 17:49:59 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61767: use of closed network connection
2017/06/26 20:31:24 [debug  ] read message: EOF
2017/06/26 20:31:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65027->127.0.0.1:8890: use of closed network connection
2017/06/26 20:34:08 [debug  ] read message: EOF
2017/06/26 20:34:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65107->127.0.0.1:8890: use of closed network connection
2017/06/26 20:58:24 [debug  ] read message: EOF
2017/06/26 20:58:24 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49208->127.0.0.1:8890: use of closed network connection
2017/06/26 21:06:49 [debug  ] read message: EOF
2017/06/26 21:06:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49398->127.0.0.1:8890: use of closed network connection
2017/06/26 22:38:14 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/26 22:38:14 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:51911: use of closed network connection
2017/06/26 22:47:47 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/26 22:47:47 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52260: use of closed network connection
2017/06/26 22:48:56 [debug  ] read message: EOF
2017/06/26 22:48:56 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52308->127.0.0.1:8890: use of closed network connection
2017/06/26 22:49:41 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/26 22:49:41 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:52329: use of closed network connection
2017/06/27 00:04:48 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/27 00:04:48 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:54796: use of closed network connection
2017/06/27 00:05:04 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/27 00:05:04 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:54803: use of closed network connection
2017/06/27 00:05:09 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/27 00:05:09 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:54808: use of closed network connection
2017/06/27 00:05:17 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/27 00:05:17 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:54813: use of closed network connection
2017/06/27 00:06:09 [error  ] connect 127.0.0.1:8890 err:dial tcp 127.0.0.1:8890: connectex: No connection could be made because the target machine actively refused it.
2017/06/27 00:06:09 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:54841: use of closed network connection
2017/06/27 00:06:24 [release] Leaf closing down (signal: interrupt)
