2017/06/20 02:58:12 [release] Leaf 1.1.2 starting up
2017/06/20 02:58:12 [debug  ] Gate Module Run
2017/06/20 03:00:52 [debug  ] read message: EOF
2017/06/20 03:00:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65520->127.0.0.1:8890: use of closed network connection
2017/06/20 03:01:51 [debug  ] read message: EOF
2017/06/20 03:01:51 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:49600->127.0.0.1:8890: use of closed network connection
2017/06/20 03:05:14 [debug  ] read message: EOF
2017/06/20 03:05:14 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50427->127.0.0.1:8890: use of closed network connection
2017/06/20 03:08:22 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/20 03:08:22 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50662: use of closed network connection
2017/06/20 03:09:30 [debug  ] read message: EOF
2017/06/20 03:09:30 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51408->127.0.0.1:8890: use of closed network connection
2017/06/20 03:11:02 [debug  ] read message: EOF
2017/06/20 03:11:02 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51901->127.0.0.1:8890: use of closed network connection
2017/06/20 03:12:09 [debug  ] read message: EOF
2017/06/20 03:12:09 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:51967->127.0.0.1:8890: use of closed network connection
2017/06/20 03:14:49 [debug  ] read message: EOF
2017/06/20 03:14:49 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52703->127.0.0.1:8890: use of closed network connection
2017/06/20 03:16:26 [debug  ] read message: EOF
2017/06/20 03:16:26 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:52920->127.0.0.1:8890: use of closed network connection
2017/06/20 03:21:22 [debug  ] read message: EOF
2017/06/20 03:21:22 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:53272->127.0.0.1:8890: use of closed network connection
2017/06/20 17:29:40 [debug  ] read message: EOF
2017/06/20 17:29:40 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:60225->127.0.0.1:8890: use of closed network connection
2017/06/20 18:39:52 [release] Leaf closing down (signal: interrupt)
2017/06/20 23:42:40 [release] Leaf 1.1.2 starting up
2017/06/20 23:42:40 [debug  ] Gate Module Run
2017/06/20 23:44:17 [debug  ] read message: EOF
2017/06/20 23:44:17 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:55399->127.0.0.1:8890: use of closed network connection
2017/06/20 23:47:09 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/20 23:47:09 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:56204: use of closed network connection
2017/06/20 23:49:08 [debug  ] read message: EOF
2017/06/20 23:49:08 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56692->127.0.0.1:8890: use of closed network connection
2017/06/20 23:49:52 [debug  ] read message: EOF
2017/06/20 23:49:52 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:56906->127.0.0.1:8890: use of closed network connection
2017/06/21 00:10:46 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/21 00:10:46 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:61988: use of closed network connection
2017/06/21 00:12:59 [debug  ] read message: EOF
2017/06/21 00:12:59 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62425->127.0.0.1:8890: use of closed network connection
2017/06/21 00:21:28 [debug  ] read message: EOF
2017/06/21 00:21:28 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:62713->127.0.0.1:8890: use of closed network connection
2017/06/21 12:54:46 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/21 12:54:46 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:64858: use of closed network connection
2017/06/21 12:55:31 [debug  ] read message: EOF
2017/06/21 12:55:31 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65160->127.0.0.1:8890: use of closed network connection
2017/06/21 12:56:19 [debug  ] read message: EOF
2017/06/21 12:56:19 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:65284->127.0.0.1:8890: use of closed network connection
2017/06/21 13:41:12 [debug  ] read message: EOF
2017/06/21 13:41:12 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57559->127.0.0.1:8890: use of closed network connection
2017/06/21 13:41:48 [debug  ] read message: EOF
2017/06/21 13:41:48 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:57648->127.0.0.1:8890: use of closed network connection
2017/06/21 15:34:38 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/21 15:34:38 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:62340: use of closed network connection
2017/06/21 16:46:55 [debug  ] read message: EOF
2017/06/21 16:46:55 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:64470->127.0.0.1:8890: use of closed network connection
2017/06/21 16:58:25 [debug  ] read message: EOF
2017/06/21 16:58:25 [error  ] newGSConn io.ReadFull error1:read tcp 127.0.0.1:50156->127.0.0.1:8890: use of closed network connection
2017/06/21 16:59:50 [error  ] newGSConn io.ReadFull error1:EOF
2017/06/21 16:59:50 [debug  ] read message: read tcp 127.0.0.1:11000->127.0.0.1:50572: use of closed network connection
2017/06/21 17:00:33 [debug  ] read message: EOF
